Number of Cases,Street Address,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
1,lemon avenue,43,2,3,19/03/2022,3
2,gangsa road(blk 103),44,2,3,19/03/2022,3
1,pending road(blk 121),44,2,3,19/03/2022,3
1,holland avenue(blk 9),45,2,3,19/03/2022,3
1,holland close(blk 4),45,2,3,19/03/2022,3
1,holland close(blk 30a),45,2,3,19/03/2022,3
1,hougang avenue 1(blk 167),46,3,3,19/03/2022,3
1,hougang avenue 1(blk 171),46,3,3,19/03/2022,3
1,lorong ah soo(blk 133),46,3,3,19/03/2022,3
1,hougang avenue 6(blk 532),47,3,3,19/03/2022,3
1,hougang street 52(blk 535),47,3,3,19/03/2022,3
1,hougang street 52(blk 699a),47,3,3,19/03/2022,3
3,jalan lempeng(regent pk),48,3,3,19/03/2022,3
1,kian teck crescent,49,2,3,19/03/2022,3
1,kian teck drive,49,2,3,19/03/2022,3
1,kian teck way,49,2,3,19/03/2022,3
3,tech park crescent,50,2,3,19/03/2022,3
2,toa payoh central(blk 79b),51,3,3,19/03/2022,3
1,toa payoh central(blk 177),51,3,3,19/03/2022,3
1,woodlands avenue 4(blk 756),52,1,3,19/03/2022,3
1,woodlands circle(blk 751),52,1,3,19/03/2022,3
1,woodlands circle(blk 754),52,1,3,19/03/2022,3
1,woodlands avenue 6(blk 718),53,3,3,19/03/2022,3
1,woodlands circle(blk 729),53,3,3,19/03/2022,3
1,woodlands drive 70(blk 717),53,3,3,19/03/2022,3
2,woodlands street 82(blk 880),54,3,3,19/03/2022,3
1,woodlands street 82(blk 881),54,3,3,19/03/2022,3
1,bunga rampai place,55,2,2,19/03/2022,3
1,shaw road,55,2,2,19/03/2022,3
1,cantonment close(blk 17),56,2,2,19/03/2022,3
1,cantonment close(blk 19),56,2,2,19/03/2022,3
1,ghim moh road(blk 13),57,2,2,19/03/2022,3
1,ghim moh road(blk 16),57,2,2,19/03/2022,3
1,hougang avenue 10(blk 408),58,1,2,19/03/2022,3
1,hougang avenue 10(blk 463),58,1,2,19/03/2022,3
1,hougang central(blk 853),59,2,2,19/03/2022,3
1,jalan naung,59,2,2,19/03/2022,3
1,"jalan batu(blk 7, 9)",60,1,2,19/03/2022,3
1,"jalan batu(blk 7, 9)",60,1,2,19/03/2022,3
1,jurong west street 93(blk 977),61,2,2,19/03/2022,3
1,jurong west street 93(blk 979),61,2,2,19/03/2022,3
2,kaki bukit avenue 3,62,2,2,19/03/2022,3
2,mandai estate,63,2,2,19/03/2022,3
2,neythal road,64,2,2,19/03/2022,3
1,tampines avenue 8(blk 880),65,2,2,19/03/2022,3
1,tampines street 81(blk 888),65,2,2,19/03/2022,3
1,teban gardens road(blk 54),66,2,2,19/03/2022,3
1,teban gardens road(blk 55),66,2,2,19/03/2022,3
1,woodlands avenue 5(bellewoods),67,2,2,19/03/2022,3
1,woodlands drive 16(forestville),67,2,2,19/03/2022,3
1,woodlands drive 50(blk 889b),68,1,2,19/03/2022,3
1,woodlands drive 50(blk 889c),68,1,2,19/03/2022,3
1,woodlands drive 62(blk (682a),69,2,2,19/03/2022,3
1,woodlands drive 73(blk 682d),69,2,2,19/03/2022,3
1,woodlands drive 75(blk 688e),70,2,2,19/03/2022,3
1,woodlands drive 75(blk 689e),70,2,2,19/03/2022,3
1,woodlands street 41(blk 406),71,2,2,19/03/2022,3
1,woodlands street 41(blk 411),71,2,2,19/03/2022,3
180,woodlands drive 17,1,22,180,29/03/2022,3
1,grove crescent,2,51,151,29/03/2022,3
4,grove drive,2,51,151,29/03/2022,3
1,grove lane,2,51,151,29/03/2022,3
10,holland grove drive,2,51,151,29/03/2022,3
23,holland grove road,2,51,151,29/03/2022,3
1,holland grove view,2,51,151,29/03/2022,3
4,holland grove terrace,2,51,151,29/03/2022,3
1,holland grove walk,2,51,151,29/03/2022,3
2,jalan kebaya,2,51,151,29/03/2022,3
11,moonbeam drive,2,51,151,29/03/2022,3
20,moonbeam terrace,2,51,151,29/03/2022,3
2,moonbeam view,2,51,151,29/03/2022,3
3,mount sinai avenue,2,51,151,29/03/2022,3
5,mount sinai crescent,2,51,151,29/03/2022,3
12,mount sinai drive,2,51,151,29/03/2022,3
40,mount sinai lane,2,51,151,29/03/2022,3
4,mount sinai plain,2,51,151,29/03/2022,3
3,mount sinai road,2,51,151,29/03/2022,3
1,mount sinai terrace,2,51,151,29/03/2022,3
3,mount sinai view,2,51,151,29/03/2022,3
1,bukit batok east avenue 6(park natura),3,14,104,29/03/2022,3
9,chun tin road,3,14,104,29/03/2022,3
31,de souza avenue,3,14,104,29/03/2022,3
7,jalan jurong kechil,3,14,104,29/03/2022,3
2,jalan kakatua,3,14,104,29/03/2022,3
3,jalan jurong kechil(charisma view),3,14,104,29/03/2022,3
1,jalan jurong kechil(mandarin park),3,14,104,29/03/2022,3
4,jalan jurong kechil(sherwood condominium),3,14,104,29/03/2022,3
13,jalan jurong kechil(the hillford),3,14,104,29/03/2022,3
1,jalan layang layang,3,14,104,29/03/2022,3
4,jalan rajawali(chateau),3,14,104,29/03/2022,3
1,jalan rajawali(grand regency),3,14,104,29/03/2022,3
1,jalan rajawali(palm residence),3,14,104,29/03/2022,3
1,jalan rajawali(regis mansions),3,14,104,29/03/2022,3
3,jalan selantingselantinggreen),3,14,104,29/03/2022,3
2,lorong pisang emas,3,14,104,29/03/2022,3
3,lorong pisang hijau,3,14,104,29/03/2022,3
1,lorong pisang raja,3,14,104,29/03/2022,3
6,toh tuck road(signature park),3,14,104,29/03/2022,3
3,upper bukit timahview,3,14,104,29/03/2022,3
7,yuk tong avenue,3,14,104,29/03/2022,3
2,berwick drive,4,20,49,29/03/2022,3
5,blandford drive,4,20,49,29/03/2022,3
3,bloxhome drive,4,20,49,29/03/2022,3
1,bodmin drive,4,20,49,29/03/2022,3
5,borthwick drive,4,20,49,29/03/2022,3
15,braemar drive,4,20,49,29/03/2022,3
10,brockhampton drive,4,20,49,29/03/2022,3
1,chartwell drive,4,20,49,29/03/2022,3
5,corfe place,4,20,49,29/03/2022,3
2,crowhurst drive,4,20,49,29/03/2022,3
1,woodlands drive 14(blk 505),5,31,49,29/03/2022,3
1,woodlands drive 14(blk 528),5,31,49,29/03/2022,3
1,woodlands drive 14(blk 529),5,31,49,29/03/2022,3
1,woodlands drive 14(blk 530),5,31,49,29/03/2022,3
1,woodlands drive 14(blk 535),5,31,49,29/03/2022,3
2,woodlands drive 16(blk 539),5,31,49,29/03/2022,3
2,woodlands drive 16(blk 540),5,31,49,29/03/2022,3
3,woodlands drive 16(blk 541),5,31,49,29/03/2022,3
7,woodlands drive 16(blk 542),5,31,49,29/03/2022,3
1,woodlands drive 16(blk 543),5,31,49,29/03/2022,3
1,woodlands drive 16(blk 546),5,31,49,29/03/2022,3
1,woodlands drive 16(blk 578),5,31,49,29/03/2022,3
3,woodlands drive 16(blk 585),5,31,49,29/03/2022,3
6,woodlands drive 16(blk 586),5,31,49,29/03/2022,3
4,woodlands drive 16(blk 588),5,31,49,29/03/2022,3
6,woodlands drive 16(blk 589),5,31,49,29/03/2022,3
4,woodlands drive 17,5,31,49,29/03/2022,3
2,woodlands drive 44(blk 553),5,31,49,29/03/2022,3
1,woodlands drive 44(blk 554),5,31,49,29/03/2022,3
1,woodlands drive 44(blk 557),5,31,49,29/03/2022,3
4,eng kong crescent,6,11,35,29/03/2022,3
2,eng kong garden,6,11,35,29/03/2022,3
5,eng kong place,6,11,35,29/03/2022,3
4,eng kong road,6,11,35,29/03/2022,3
7,eng kong terrace,6,11,35,29/03/2022,3
5,greenridge crescent,6,11,35,29/03/2022,3
7,lorong kismis,6,11,35,29/03/2022,3
1,upper toh tuck terrace,6,11,35,29/03/2022,3
14,jalan mas kuning,7,1,29,29/03/2022,3
1,jalan mas puteh,7,1,29,29/03/2022,3
3,mas kuning terrace,7,1,29,29/03/2022,3
9,taman mas merah,7,1,29,29/03/2022,3
2,west coast walk,7,1,29,29/03/2022,3
4,senoko south road,8,6,29,29/03/2022,3
11,woodlands sector 1,8,6,29,29/03/2022,3
5,woodlands terrace,8,6,29,29/03/2022,3
9,woodlands walk,8,6,29,29/03/2022,3
3,lorong kismis,9,14,26,29/03/2022,3
7,toh tuck road,9,14,26,29/03/2022,3
4,toh tuck road(high oak condominium),9,14,26,29/03/2022,3
5,toh tuck road(the creek @ bukit),9,14,26,29/03/2022,3
2,toh yi drive(blk 16),9,14,26,29/03/2022,3
1,toh yi drive(blk 17),9,14,26,29/03/2022,3
4,toh yi road,9,14,26,29/03/2022,3
22,kaki bukit industrial terrace,10,2,25,29/03/2022,3
3,kaki bukit road 1,10,2,25,29/03/2022,3
1,hougang avenue 5(blk 360),11,13,24,29/03/2022,3
1,hougang avenue 5(blk 363),11,13,24,29/03/2022,3
1,hougang avenue 7(blk 336),11,13,24,29/03/2022,3
2,hougang avenue 7(blk 338),11,13,24,29/03/2022,3
2,hougang avenue 7(blk 341),11,13,24,29/03/2022,3
12,hougang avenue 7,11,13,24,29/03/2022,3
3,hougang avenue 7(evergreen park),11,13,24,29/03/2022,3
1,upper serangoon road(blk 365b),11,13,24,29/03/2022,3
1,upper serangoon view(rio vista),11,13,24,29/03/2022,3
3,kwong avenue,12,8,18,29/03/2022,3
2,macpherson road,12,8,18,29/03/2022,3
1,pheng geck avenue(sant ritz),12,8,18,29/03/2022,3
2,puay hee avenue,12,8,18,29/03/2022,3
2,siak kew avenue,12,8,18,29/03/2022,3
5,siang kuang avenue,12,8,18,29/03/2022,3
3,tai thong crescent(the venue residences),12,8,18,29/03/2022,3
17,north coast avenue,13,11,17,29/03/2022,3
1,defu avenue 1,14,4,16,29/03/2022,3
7,defu lane 9,14,4,16,29/03/2022,3
8,defu lane 10,14,4,16,29/03/2022,3
7,serangoon north ave 1,15,7,14,29/03/2022,3
1,serangoon north avenue 1(blk 123),15,7,14,29/03/2022,3
3,serangoon north avenue 1(blk 125),15,7,14,29/03/2022,3
1,serangoon north avenue 1(blk 142),15,7,14,29/03/2022,3
1,serangoon north avenue 2(blk 135),15,7,14,29/03/2022,3
1,yio chu kang road,15,7,14,29/03/2022,3
11,angklong lane(faber garden condominium),16,6,12,29/03/2022,3
1,sin ming walk(the gardens at bishan),16,6,12,29/03/2022,3
2,redhill close(blk 89),17,8,11,29/03/2022,3
9,redhill close(blk 90),17,8,11,29/03/2022,3
1,gangsa road(blk 102),18,5,9,29/03/2022,3
2,gangsa road(blk 103),18,5,9,29/03/2022,3
1,gangsa road(blk 108),18,5,9,29/03/2022,3
1,pending road(blk 115),18,5,9,29/03/2022,3
1,pending road(blk 117),18,5,9,29/03/2022,3
1,pending road(blk 120),18,5,9,29/03/2022,3
2,pending road(blk 121),18,5,9,29/03/2022,3
4,holland road(allsworth park),19,1,9,29/03/2022,3
1,holland road(quinterra),19,1,9,29/03/2022,3
1,holland road(the serenade @ holland),19,1,9,29/03/2022,3
1,pandan valley(bauhinia terrace),19,1,9,29/03/2022,3
1,pandan valley(chempaka court),19,1,9,29/03/2022,3
1,pandan valley(eugenia court),19,1,9,29/03/2022,3
9,toh guan road east,20,4,9,29/03/2022,3
2,woodlands industrial park e4,21,1,9,29/03/2022,3
7,woodlands industrial park e5,21,1,9,29/03/2022,3
8,first lok yang road,22,6,8,29/03/2022,3
3,hougang avenue 7(blk 351),23,4,8,29/03/2022,3
1,hougang avenue 7(blk 353),23,4,8,29/03/2022,3
2,hougang avenue 7(blk 354),23,4,8,29/03/2022,3
1,hougang avenue 7(the florida),23,4,8,29/03/2022,3
1,saint xavier's lane,23,4,8,29/03/2022,3
1,woodlands avenue 9,24,7,8,29/03/2022,3
1,woodlands crescent(blk 775),24,7,8,29/03/2022,3
2,woodlands crescent(blk 780c),24,7,8,29/03/2022,3
1,woodlands crescent(blk 780d),24,7,8,29/03/2022,3
1,woodlands crescent(blk 780e),24,7,8,29/03/2022,3
1,woodlands crescent(blk 782b),24,7,8,29/03/2022,3
1,woodlands crescent(blk 782d),24,7,8,29/03/2022,3
1,hougang avenue 1(blk 167),25,4,7,29/03/2022,3
1,hougang avenue 1(blk 171),25,4,7,29/03/2022,3
3,hougang avenue 1(blk 172),25,4,7,29/03/2022,3
2,lorong ah soo(blk 133),25,4,7,29/03/2022,3
7,old choa chu kang road,26,3,7,29/03/2022,3
1,queensway(blk 168a),27,6,7,29/03/2022,3
6,stirling road(blk 167),27,6,7,29/03/2022,3
1,woodlands avenue 6(blk 680),28,7,7,29/03/2022,3
1,woodlands avenue 6(blk 693a),28,7,7,29/03/2022,3
1,woodlands drive 62(blk (682a),28,7,7,29/03/2022,3
1,woodlands drive 73(blk 682d),28,7,7,29/03/2022,3
1,woodlands drive 73(blk 685c),28,7,7,29/03/2022,3
1,woodlands drive 73(blk 686b),28,7,7,29/03/2022,3
1,woodlands drive 73(blk 688b),28,7,7,29/03/2022,3
6,bukit batok street 25(blk 288c),29,3,6,29/03/2022,3
4,ho ching road(blk 120),30,4,6,29/03/2022,3
1,tah ching road(blk 322),30,4,6,29/03/2022,3
1,tah ching road(blk 326),30,4,6,29/03/2022,3
6,kaki bukit road 3,31,3,6,29/03/2022,3
2,mount sinai drive(montview),32,3,6,29/03/2022,3
3,pine grove(pine grove),32,3,6,29/03/2022,3
1,ridgewood close(the trizon),32,3,6,29/03/2022,3
5,penjuru place,33,5,6,29/03/2022,3
1,penjuru walk,33,5,6,29/03/2022,3
2,woodlands avenue 6(blk 789),34,1,6,29/03/2022,3
1,woodlands crescent(blk 787e),34,1,6,29/03/2022,3
1,woodlands drive 72(blk 794),34,1,6,29/03/2022,3
2,woodlands drive 72(woodsvale),34,1,6,29/03/2022,3
1,balmoral park(pinetree condominium),35,4,5,29/03/2022,3
3,balmoral park(pinewood gardens),35,4,5,29/03/2022,3
1,ewe boon road(chateau le fame),35,4,5,29/03/2022,3
1,chander road,36,4,5,29/03/2022,3
1,chander road(blk 668),36,4,5,29/03/2022,3
1,klang lane(blk 671a),36,4,5,29/03/2022,3
1,klang lane(blk 672b),36,4,5,29/03/2022,3
1,race course road,36,4,5,29/03/2022,3
2,cheong chin nam road,37,5,5,29/03/2022,3
1,lorong kilat,37,5,5,29/03/2022,3
1,lorong pisang batu,37,5,5,29/03/2022,3
1,yuk tong avenue,37,5,5,29/03/2022,3
1,sembawang close(blk 320),38,3,5,29/03/2022,3
1,sembawang close(blk 323),38,3,5,29/03/2022,3
1,sembawang close(blk 329),38,3,5,29/03/2022,3
2,sembawang close(blk 339b),38,3,5,29/03/2022,3
1,bedok north road(blk 81),39,2,4,29/03/2022,3
1,bedok north road(blk 117),39,2,4,29/03/2022,3
1,bedok north road(blk 124),39,2,4,29/03/2022,3
1,bedok north street 2(blk 122),39,2,4,29/03/2022,3
1,choa chu kang crescent(blk 656),40,2,4,29/03/2022,3
1,choa chu kang crescent(blk 691b),40,2,4,29/03/2022,3
2,choa chu kang north 7(regent grove),40,2,4,29/03/2022,3
3,clementi west street 2(blk 706),41,4,4,29/03/2022,3
1,west coast road(blk 701),41,4,4,29/03/2022,3
1,fifth avenue(fifth avenue condominium),42,3,4,29/03/2022,3
1,fourth avenue,42,3,4,29/03/2022,3
2,lemon avenue,42,3,4,29/03/2022,3
1,holland avenue(blk 9),43,2,4,29/03/2022,3
2,holland close(blk 4),43,2,4,29/03/2022,3
1,holland close(blk 30a),43,2,4,29/03/2022,3
1,hougang avenue 6(blk 532),44,4,4,29/03/2022,3
1,hougang avenue 8(blk 540),44,4,4,29/03/2022,3
1,hougang street 52(blk 535),44,4,4,29/03/2022,3
1,hougang street 52(blk 699a),44,4,4,29/03/2022,3
3,jalan mat jambol,45,4,4,29/03/2022,3
1,springwood height,45,4,4,29/03/2022,3
4,kian teck avenue,46,3,4,29/03/2022,3
4,mandai estate,47,3,4,29/03/2022,3
4,rosewood drive(casablanca),48,3,4,29/03/2022,3
4,tech park crescent,49,3,4,29/03/2022,3
1,admiralty drive(blk 353a),50,3,3,29/03/2022,3
1,canberra road(blk 351b),50,3,3,29/03/2022,3
1,canberra road(blk 352c),50,3,3,29/03/2022,3
1,circuit road(blk 36),51,3,3,29/03/2022,3
1,circuit road(blk 64),51,3,3,29/03/2022,3
1,circuit road(blk 65),51,3,3,29/03/2022,3
1,circuit road(blk 50),52,1,3,29/03/2022,3
1,circuit road(blk 60),52,1,3,29/03/2022,3
1,circuit road(blk 68),52,1,3,29/03/2022,3
1,clementi avenue 5(blk 342),53,2,3,29/03/2022,3
1,clementi avenue 5(blk 343),53,2,3,29/03/2022,3
1,clementi avenue 5(blk 345),53,2,3,29/03/2022,3
2,eunos avenue 5,54,3,3,29/03/2022,3
1,eunos crescent(blk 34),54,3,3,29/03/2022,3
1,geylang road,55,3,3,29/03/2022,3
1,lorong 14 geylang,55,3,3,29/03/2022,3
1,lorong 14 geylang(wing fong mansions),55,3,3,29/03/2022,3
3,ghim moh link(blk 33),56,2,3,29/03/2022,3
1,hougang central(blk 830),57,3,3,29/03/2022,3
1,hougang central(blk 831),57,3,3,29/03/2022,3
1,hougang central(blk 838),57,3,3,29/03/2022,3
3,jalan jurong kechil,58,2,3,29/03/2022,3
3,jalan lempeng(regent park),59,3,3,29/03/2022,3
1,jalan molek,60,2,3,29/03/2022,3
2,lorong 24 geylang,60,2,3,29/03/2022,3
3,king albert park(kap residences),61,1,3,29/03/2022,3
3,lorong 1 toa payoh(blk 174),62,3,3,29/03/2022,3
3,neythal road,63,3,3,29/03/2022,3
1,toh tuck close,64,3,3,29/03/2022,3
2,toh tuck crescent,64,3,3,29/03/2022,3
1,ubi avenue 1(blk 338),65,3,3,29/03/2022,3
1,ubi avenue 1(blk 341),65,3,3,29/03/2022,3
1,ubi avenue 1(blk 351),65,3,3,29/03/2022,3
3,west coast terrace,66,3,3,29/03/2022,3
2,woodlands avenue 6(twin fountains),67,3,3,29/03/2022,3
1,woodlands drive 16(forestville),67,3,3,29/03/2022,3
1,woodlands rise(blk 784a),68,3,3,29/03/2022,3
1,woodlands rise(blk 784b),68,3,3,29/03/2022,3
1,woodlands rise(blk 785c),68,3,3,29/03/2022,3
2,admiralty road west,69,2,2,29/03/2022,3
2,bedok reservoir road(archipelago),70,2,2,29/03/2022,3
1,canberra drive(canberra residences),71,1,2,29/03/2022,3
1,canberra drive(the visionaire),71,1,2,29/03/2022,3
1,champions way(blk 569a),72,2,2,29/03/2022,3
1,woodlands avenue 1(blk 572b),72,2,2,29/03/2022,3
1,choa chu kang avenue 1(blk 807b),73,2,2,29/03/2022,3
1,choa chu kang avenue 1(blk 809a),73,2,2,29/03/2022,3
1,choa chu kang avenue 2(blk 252),74,1,2,29/03/2022,3
1,hong san walk(palm gardens),74,1,2,29/03/2022,3
1,choa chu kang north 6(yee tee residences),75,2,2,29/03/2022,3
1,choa chu kang street 64(blk 638),75,2,2,29/03/2022,3
1,clementi avenue 4(blk 311a),76,2,2,29/03/2022,3
1,clementi avenue 4(blk 312b),76,2,2,29/03/2022,3
1,clementi west street 2(blk 724),77,2,2,29/03/2022,3
1,clementi west street 2(blk 730),77,2,2,29/03/2022,3
1,depot road(blk 110a),78,1,2,29/03/2022,3
1,depot road(blk 112b),78,1,2,29/03/2022,3
1,eunos crescent(blk 17),79,2,2,29/03/2022,3
1,eunos crescent(blk 20),79,2,2,29/03/2022,3
1,fajar road(blk 436),80,2,2,29/03/2022,3
1,saujana road(blk 412),80,2,2,29/03/2022,3
1,ghim moh road(blk 7),81,2,2,29/03/2022,3
1,ghim moh road(blk 19),81,2,2,29/03/2022,3
1,holland drive(blk 11),82,2,2,29/03/2022,3
1,holland village way,82,2,2,29/03/2022,3
1,holland road,83,2,2,29/03/2022,3
1,jalan tenang,83,2,2,29/03/2022,3
1,hougang avenue 1(blk 232),84,2,2,29/03/2022,3
1,hougang street 21(blk 231),84,2,2,29/03/2022,3
2,hougang street 22(blk 242),85,2,2,29/03/2022,3
1,jalan bukit merah(blk 110),86,2,2,29/03/2022,3
1,jalan bukit merah(blk 135),86,2,2,29/03/2022,3
2,jalan dermawan,87,2,2,29/03/2022,3
1,jalan wajek,88,1,2,29/03/2022,3
1,rifle range road,88,1,2,29/03/2022,3
1,joo avenue,89,2,2,29/03/2022,3
1,sing avenue,89,2,2,29/03/2022,3
2,joo koon road,90,2,2,29/03/2022,3
1,jurong east street 24(blk 252),91,2,2,29/03/2022,3
1,jurong east street 24(blk 257),91,2,2,29/03/2022,3
2,jurong west avenue 1(blk 540),92,2,2,29/03/2022,3
2,jurong west central 3(blk 698a),93,2,2,29/03/2022,3
1,jurong west street 41(blk 460),94,2,2,29/03/2022,3
1,jurong west street 41(blk 462),94,2,2,29/03/2022,3
1,jurong west street 42(blk 401),95,2,2,29/03/2022,3
1,jurong west street 42(blk 407),95,2,2,29/03/2022,3
1,lorong 2 toa payoh(blk 99a),96,2,2,29/03/2022,3
1,lorong 3 toa payoh(blk 97),96,2,2,29/03/2022,3
2,lorong 40 geylang(sunny spring),97,2,2,29/03/2022,3
1,marine drive(blk 76,98,2,2,29/03/2022,3
1,marine drive(blk 77),98,2,2,29/03/2022,3
2,mei hwan drive(goldenhill park condominium),99,2,2,29/03/2022,3
1,pasir ris drive 10(blk 738),100,2,2,29/03/2022,3
1,pasir ris drive 10(blk 739),100,2,2,29/03/2022,3
1,pasir ris drive 6(blk 428),101,2,2,29/03/2022,3
1,pasir ris street 11(blk 115),101,2,2,29/03/2022,3
1,serangoon north avenue 4(blk 504),102,2,2,29/03/2022,3
1,serangoon north avenue 4(blk 533),102,2,2,29/03/2022,3
2,serangoon north view(the garden residences),103,2,2,29/03/2022,3
2,tai hwan grove,104,2,2,29/03/2022,3
1,tampines street 81(blk 897),105,2,2,29/03/2022,3
1,tampines street 81(blk 898),105,2,2,29/03/2022,3
2,west coast walk(the parc condominium),106,2,2,29/03/2022,3
1,woodlands avenue 1(blk 341),107,2,2,29/03/2022,3
1,woodlands street 32(blk 324),107,2,2,29/03/2022,3
1,woodlands avenue 1(blk 369),108,1,2,29/03/2022,3
1,woodlands avenue 5(blk 365),108,1,2,29/03/2022,3
1,woodlands avenue 6(blk 626),109,2,2,29/03/2022,3
1,woodlands drive 52(blk 620),109,2,2,29/03/2022,3
1,woodlands avenue 6(blk 760),110,1,2,29/03/2022,3
1,woodlands avenue 6(blk 768),110,1,2,29/03/2022,3
3,clementi west street 2(blk 703),1,1,278,25/10/2022,10
14,clementi west street 2(blk 705),1,1,278,25/10/2022,10
7,clementi west street 2(blk 706),1,1,278,25/10/2022,10
15,clementi west street 2(blk 707),1,1,278,25/10/2022,10
51,clementi west street 2(blk 708),1,1,278,25/10/2022,10
24,clementi west street 2(blk 709),1,1,278,25/10/2022,10
10,clementi west street 2(blk 710),1,1,278,25/10/2022,10
14,clementi west street 2(blk 711),1,1,278,25/10/2022,10
17,clementi west street 2(blk 712),1,1,278,25/10/2022,10
6,clementi west street 2(blk 713),1,1,278,25/10/2022,10
6,clementi west street 2(blk 714),1,1,278,25/10/2022,10
13,west coast road(blk 513),1,1,278,25/10/2022,10
5,west coast road(blk 514),1,1,278,25/10/2022,10
8,west coast road(blk 515),1,1,278,25/10/2022,10
4,west coast road(blk 517),1,1,278,25/10/2022,10
7,west coast road(blk 518),1,1,278,25/10/2022,10
8,west coast road(blk 519),1,1,278,25/10/2022,10
20,west coast road(blk 520),1,1,278,25/10/2022,10
10,west coast road(blk 701),1,1,278,25/10/2022,10
10,west coast road(blk 702),1,1,278,25/10/2022,10
10,west coast road(blk 703),1,1,278,25/10/2022,10
16,west coast road(blk 704),1,1,278,25/10/2022,10
1,clementi avenue 2(blk 330),2,2,244,25/10/2022,10
2,clementi avenue 2(blk 331),2,2,244,25/10/2022,10
3,clementi avenue 2(blk 333),2,2,244,25/10/2022,10
3,clementi avenue 2(blk 334),2,2,244,25/10/2022,10
14,clementi avenue 2(blk 335),2,2,244,25/10/2022,10
23,clementi avenue 2(blk 336),2,2,244,25/10/2022,10
18,clementi avenue 2(blk 337),2,2,244,25/10/2022,10
15,clementi avenue 2(blk 338),2,2,244,25/10/2022,10
1,clementi avenue 2(blk 349),2,2,244,25/10/2022,10
7,clementi avenue 2(blk 350),2,2,244,25/10/2022,10
15,clementi avenue 2(blk 351),2,2,244,25/10/2022,10
7,clementi avenue 2(blk 352),2,2,244,25/10/2022,10
2,clementi avenue 2(blk 354),2,2,244,25/10/2022,10
1,clementi avenue 2(blk 357),2,2,244,25/10/2022,10
1,clementi avenue 2(blk 359),2,2,244,25/10/2022,10
1,clementi avenue 2(blk 362),2,2,244,25/10/2022,10
1,clementi avenue 2(blk 365),2,2,244,25/10/2022,10
1,clementi avenue 4,2,2,244,25/10/2022,10
1,clementi avenue 4(blk 371),2,2,244,25/10/2022,10
4,clementi avenue 4(blk 372),2,2,244,25/10/2022,10
5,clementi avenue 4(blk 373),2,2,244,25/10/2022,10
5,clementi avenue 4(blk 374),2,2,244,25/10/2022,10
2,clementi avenue 4(blk 375),2,2,244,25/10/2022,10
2,clementi avenue 4(blk 376),2,2,244,25/10/2022,10
5,clementi avenue 5(blk 324),2,2,244,25/10/2022,10
20,clementi avenue 5(blk 339),2,2,244,25/10/2022,10
24,clementi avenue 5(blk 340),2,2,244,25/10/2022,10
10,clementi avenue 5(blk 341),2,2,244,25/10/2022,10
7,clementi avenue 5(blk 342),2,2,244,25/10/2022,10
3,clementi avenue 5(blk 343),2,2,244,25/10/2022,10
4,clementi avenue 5(blk 344),2,2,244,25/10/2022,10
7,clementi avenue 5(blk 345),2,2,244,25/10/2022,10
10,clementi avenue 5(blk 346),2,2,244,25/10/2022,10
5,clementi avenue 5(blk 347),2,2,244,25/10/2022,10
4,clementi avenue 5(blk 348),2,2,244,25/10/2022,10
4,clementi avenue 5(blk 377),2,2,244,25/10/2022,10
1,clementi avenue 5(blk 379),2,2,244,25/10/2022,10
1,clementi avenue 5(blk 380),2,2,244,25/10/2022,10
4,clementi avenue 5(blk 381),2,2,244,25/10/2022,10
1,corporation drive(blk 118),3,8,214,25/10/2022,10
4,corporation drive(blk 350),3,8,214,25/10/2022,10
1,corporation drive(blk 351),3,8,214,25/10/2022,10
3,corporation drive(blk 365),3,8,214,25/10/2022,10
3,corporation drive(blk 366),3,8,214,25/10/2022,10
3,ho ching road(blk 119),3,8,214,25/10/2022,10
2,ho ching road(blk 120),3,8,214,25/10/2022,10
3,kang ching road(blk 333),3,8,214,25/10/2022,10
1,kang ching road(blk 334),3,8,214,25/10/2022,10
3,kang ching road(blk 335),3,8,214,25/10/2022,10
1,kang ching road(blk 338b),3,8,214,25/10/2022,10
23,kang ching road(blk 339a),3,8,214,25/10/2022,10
